,date,home_team,away_team,home_score,away_score,tournament,city,country,neutral,rank_status
31379,2009-06-28,South Africa,Spain,2,3,Confederations Cup,Rustenburg,South Africa,False,2
31397,2009-06-30,Guatemala,Canada,0,3,Friendly,Oxnard,United States,True,2
31411,2009-07-03,Canada,Jamaica,1,0,Gold Cup,Carson,United States,True,2
31412,2009-07-03,Costa Rica,El Salvador,1,2,Gold Cup,Carson,United States,True,2
31418,2009-07-04,Honduras,Haiti,1,0,Gold Cup,Seattle,United States,True,2
31421,2009-07-05,Egypt,Rwanda,3,0,FIFA World Cup qualification,Cairo,Egypt,False,2
31422,2009-07-05,Nicaragua,Mexico,0,2,Gold Cup,Oakland,United States,True,2
31425,2009-07-07,El Salvador,Canada,0,1,Gold Cup,Columbus,United States,True,2
31426,2009-07-07,Jamaica,Costa Rica,0,1,Gold Cup,Columbus,United States,True,2
31427,2009-07-08,Haiti,Grenada,2,0,Gold Cup,Washington,United States,True,2
31430,2009-07-09,Mexico,Panama,1,1,Gold Cup,Houston,United States,True,2
31431,2009-07-10,Costa Rica,Canada,2,2,Gold Cup,Miami,United States,True,2
31432,2009-07-10,El Salvador,Jamaica,0,1,Gold Cup,Miami,United States,True,2
31433,2009-07-10,Iraq,Palestine,3,0,Friendly,Arbil,Iraq,False,2
31434,2009-07-11,Honduras,Grenada,4,0,Gold Cup,Foxborough,United States,True,2
31438,2009-07-12,Panama,Nicaragua,4,0,Gold Cup,Glendale,United States,True,2
31440,2009-07-13,Iraq,Palestine,4,0,Friendly,Baghdad,Iraq,False,2
31441,2009-07-18,Canada,Honduras,0,1,Gold Cup,Philadelphia,United States,True,2
31442,2009-07-18,China PR,Palestine,3,1,Friendly,Tianjin,China PR,False,2
31445,2009-07-19,Mexico,Haiti,4,0,Gold Cup,Arlington,United States,True,2
31446,2009-07-23,Costa Rica,Mexico,1,1,Gold Cup,Chicago,United States,True,2
31450,2009-08-07,Colombia,El Salvador,2,1,Friendly,Houston,United States,True,2
31451,2009-08-11,Benin,Gabon,1,1,Friendly,Dieppe,France,True,2
31452,2009-08-12,Albania,Cyprus,6,1,Friendly,Tirana,Albania,False,2
31453,2009-08-12,Algeria,Uruguay,1,0,Friendly,Algiers,Algeria,False,2
31454,2009-08-12,Armenia,Moldova,1,4,Friendly,Yerevan,Armenia,False,2
31455,2009-08-12,Austria,Cameroon,0,2,Friendly,Klagenfurt,Austria,False,2
31456,2009-08-12,Azerbaijan,Germany,0,2,FIFA World Cup qualification,Baku,Azerbaijan,False,2
31457,2009-08-12,Belarus,Croatia,1,3,FIFA World Cup qualification,Minsk,Belarus,False,2
31459,2009-08-12,Bulgaria,Latvia,1,0,Friendly,Sofia,Bulgaria,False,2
31460,2009-08-12,Colombia,Venezuela,1,2,Friendly,East Rutherford,United States,True,2
31462,2009-08-12,Czech Republic,Belgium,3,1,Friendly,Teplice,Czech Republic,False,2
31463,2009-08-12,Denmark,Chile,1,2,Friendly,Brøndby,Denmark,False,2
31464,2009-08-12,Ecuador,Jamaica,0,0,Friendly,East Rutherford,United States,True,2
31465,2009-08-12,Egypt,Guinea,3,3,Friendly,Cairo,Egypt,False,2
31466,2009-08-12,Estonia,Brazil,0,1,Friendly,Tallinn,Estonia,False,2
31467,2009-08-12,Faroe Islands,France,0,1,FIFA World Cup qualification,Tórshavn,Faroe Islands,False,2
31468,2009-08-12,Ghana,Zambia,4,1,Friendly,London,England,True,2
31469,2009-08-12,Honduras,Costa Rica,4,0,FIFA World Cup qualification,San Pedro Sula,Honduras,False,2
31470,2009-08-12,Hungary,Romania,0,1,Friendly,Budapest,Hungary,False,2
31471,2009-08-12,Iceland,Slovakia,1,1,Friendly,Reykjavík,Iceland,False,2
31472,2009-08-12,Republic of Ireland,Australia,0,3,Friendly,Limerick,Republic of Ireland,False,2
31474,2009-08-12,Liechtenstein,Portugal,0,3,Friendly,Vaduz,Liechtenstein,False,2
31475,2009-08-12,Luxembourg,Lithuania,0,1,Friendly,Luxembourg,Luxembourg,False,2
31477,2009-08-12,Malaysia,Kenya,0,0,Friendly,Kuala Lumpur,Malaysia,False,2
31478,2009-08-12,Mali,Burkina Faso,3,0,Friendly,Le Petit-Quevilly,France,True,2
31479,2009-08-12,Malta,Georgia,2,0,Friendly,Attard,Malta,False,2
31481,2009-08-12,Montenegro,Wales,2,1,Friendly,Podgorica,Montenegro,False,2
31482,2009-08-12,Morocco,Congo,1,1,Friendly,Rabat,Morocco,False,2
31484,2009-08-12,Netherlands,England,2,2,Friendly,Amsterdam,Netherlands,False,2
31485,2009-08-12,Northern Ireland,Israel,1,1,Friendly,Belfast,Northern Ireland,False,2
31486,2009-08-12,Norway,Scotland,4,0,FIFA World Cup qualification,Oslo,Norway,False,2
31487,2009-08-12,Oman,Saudi Arabia,2,1,Friendly,Salalah,Oman,False,2
31488,2009-08-12,Poland,Greece,2,0,Friendly,Bydgoszcz,Poland,False,2
31489,2009-08-12,Russia,Argentina,2,3,Friendly,Moscow,Russia,False,2
31490,2009-08-12,Rwanda,Tanzania,1,2,Friendly,Kigali,Rwanda,False,2
31491,2009-08-12,Singapore,China PR,1,1,Friendly,Singapore,Singapore,False,2
31492,2009-08-12,Slovenia,San Marino,5,0,FIFA World Cup qualification,Maribor,Slovenia,False,2
31493,2009-08-12,South Africa,Serbia,1,3,Friendly,Atteridgeville,South Africa,False,2
31494,2009-08-12,Sweden,Finland,1,0,Friendly,Solna,Sweden,False,2
31495,2009-08-12,Switzerland,Italy,0,0,Friendly,Basel,Switzerland,False,2
31496,2009-08-12,Togo,Angola,0,2,Friendly,Lisbon,Portugal,True,2
31497,2009-08-12,Trinidad and Tobago,El Salvador,1,0,FIFA World Cup qualification,Port of Spain,Trinidad and Tobago,False,2
31499,2009-08-12,Ukraine,Turkey,0,3,Friendly,Kyïv,Ukraine,False,2
31500,2009-08-12,Zimbabwe,Lesotho,1,1,Friendly,Bulawayo,Zimbabwe,False,2
31501,2009-08-15,Malaysia,China PR,0,0,Friendly,Kuala Lumpur,Malaysia,False,2
31503,2009-08-19,India,Lebanon,0,1,Nehru Cup,New Delhi,India,False,2
31505,2009-08-22,Sri Lanka,Lebanon,4,3,Nehru Cup,New Delhi,India,True,2
31508,2009-08-24,Syria,Sri Lanka,4,0,Nehru Cup,New Delhi,India,True,2
31511,2009-08-26,Bahrain,Kenya,2,1,Friendly,Riffa,Bahrain,False,2
31512,2009-08-26,India,Sri Lanka,3,1,Nehru Cup,New Delhi,India,False,2
31513,2009-08-27,Hong Kong,Guam,12,0,EAFF Championship,Kaohsiung,Chinese Taipei,True,2
31514,2009-08-27,Syria,Lebanon,1,0,Nehru Cup,New Delhi,India,True,2
31516,2009-08-29,India,Syria,0,1,Nehru Cup,New Delhi,India,False,2
31517,2009-08-30,Saudi Arabia,Malaysia,2,1,Friendly,Riyadh,Saudi Arabia,False,2
31519,2009-08-31,India,Syria,1,1,Nehru Cup,New Delhi,India,False,2
31521,2009-09-05,Angola,Senegal,1,1,Friendly,Lisbon,Portugal,True,2
31522,2009-09-05,Argentina,Brazil,1,3,FIFA World Cup qualification,Rosario,Argentina,False,2
31523,2009-09-05,Armenia,Bosnia and Herzegovina,0,2,FIFA World Cup qualification,Yerevan,Armenia,False,2
31524,2009-09-05,Austria,Faroe Islands,3,1,FIFA World Cup qualification,Graz,Austria,False,2
31525,2009-09-05,Azerbaijan,Finland,1,2,FIFA World Cup qualification,Lənkəran,Azerbaijan,False,2
31526,2009-09-05,Bahrain,Saudi Arabia,0,0,FIFA World Cup qualification,Riffa,Bahrain,False,2
31527,2009-09-05,Bulgaria,Montenegro,4,1,FIFA World Cup qualification,Sofia,Bulgaria,False,2
31528,2009-09-05,Chile,Venezuela,2,2,FIFA World Cup qualification,Santiago,Chile,False,2
31529,2009-09-05,Colombia,Ecuador,2,0,FIFA World Cup qualification,Medellín,Colombia,False,2
31530,2009-09-05,Costa Rica,Mexico,0,3,FIFA World Cup qualification,San José,Costa Rica,False,2
31531,2009-09-05,Croatia,Belarus,1,0,FIFA World Cup qualification,Zagreb,Croatia,False,2
31532,2009-09-05,Cyprus,Republic of Ireland,1,2,FIFA World Cup qualification,Nicosia,Cyprus,False,2
31533,2009-09-05,Denmark,Portugal,1,1,FIFA World Cup qualification,Copenhagen,Denmark,False,2
31534,2009-09-05,England,Slovenia,2,1,Friendly,London,England,False,2
31535,2009-09-05,France,Romania,1,1,FIFA World Cup qualification,Saint-Denis,France,False,2
31536,2009-09-05,Gabon,Cameroon,0,2,FIFA World Cup qualification,Libreville,Gabon,False,2
31537,2009-09-05,Georgia,Italy,0,2,FIFA World Cup qualification,Tbilisi,Georgia,False,2
31538,2009-09-05,Germany,South Africa,2,0,Friendly,Leverkusen,Germany,False,2
31539,2009-09-05,Honduras,Trinidad and Tobago,4,1,FIFA World Cup qualification,San Pedro Sula,Honduras,False,2
31540,2009-09-05,Hungary,Sweden,1,2,FIFA World Cup qualification,Budapest,Hungary,False,2
31541,2009-09-05,Iceland,Norway,1,1,FIFA World Cup qualification,Reykjavík,Iceland,False,2
31542,2009-09-05,Israel,Latvia,0,1,FIFA World Cup qualification,Ramat-Gan,Israel,False,2
31544,2009-09-05,Jordan,Malaysia,0,0,Friendly,Amman,Jordan,False,2
31546,2009-09-05,Malawi,Guinea,2,1,FIFA World Cup qualification,Blantyre,Malawi,False,2
31547,2009-09-05,Moldova,Luxembourg,0,0,FIFA World Cup qualification,Chişinău,Moldova,False,2
31549,2009-09-05,Netherlands,Japan,3,0,Friendly,Enschede,Netherlands,False,2
31550,2009-09-05,Paraguay,Bolivia,1,0,FIFA World Cup qualification,Asunción,Paraguay,False,2
31551,2009-09-05,Peru,Uruguay,1,0,FIFA World Cup qualification,Lima,Peru,False,2
31552,2009-09-05,Poland,Northern Ireland,1,1,FIFA World Cup qualification,Chorzów,Poland,False,2
31553,2009-09-05,Russia,Liechtenstein,3,0,FIFA World Cup qualification,St. Petersburg,Russia,False,2
31554,2009-09-05,Rwanda,Egypt,0,1,FIFA World Cup qualification,Kigali,Rwanda,False,2
31556,2009-09-05,Slovakia,Czech Republic,2,2,FIFA World Cup qualification,Bratislava,Slovakia,False,2
31557,2009-09-05,Spain,Belgium,5,0,FIFA World Cup qualification,La Coruña,Spain,False,2
31559,2009-09-05,Switzerland,Greece,2,0,FIFA World Cup qualification,Basel,Switzerland,False,2
31560,2009-09-05,Turkey,Estonia,4,2,FIFA World Cup qualification,Kayseri,Turkey,False,2
31561,2009-09-05,Ukraine,Andorra,5,0,FIFA World Cup qualification,Kyïv,Ukraine,False,2
31564,2009-09-06,Algeria,Zambia,1,0,FIFA World Cup qualification,Blida,Algeria,False,2
31565,2009-09-06,Benin,Mali,1,1,FIFA World Cup qualification,Cotonou,Benin,False,2
31566,2009-09-06,Ghana,Sudan,2,0,FIFA World Cup qualification,Accra,Ghana,False,2
31567,2009-09-06,Mozambique,Kenya,1,0,FIFA World Cup qualification,Maputo,Mozambique,False,2
31568,2009-09-06,Nigeria,Tunisia,2,2,FIFA World Cup qualification,Abuja,Nigeria,False,2
31569,2009-09-06,Togo,Morocco,1,1,FIFA World Cup qualification,Lomé,Togo,False,2
31570,2009-09-08,Republic of Ireland,South Africa,1,0,Friendly,Limerick,Republic of Ireland,False,2
31571,2009-09-09,Albania,Denmark,1,1,FIFA World Cup qualification,Tirana,Albania,False,2
31572,2009-09-09,Andorra,Kazakhstan,1,3,FIFA World Cup qualification,Sant Julià de Lòria,Andorra,False,2
31574,2009-09-09,Armenia,Belgium,2,1,FIFA World Cup qualification,Yerevan,Armenia,False,2
31575,2009-09-09,Belarus,Ukraine,0,0,FIFA World Cup qualification,Minsk,Belarus,False,2
31576,2009-09-09,Bolivia,Ecuador,1,3,FIFA World Cup qualification,La Paz,Bolivia,False,2
31577,2009-09-09,Bosnia and Herzegovina,Turkey,1,1,FIFA World Cup qualification,Zenica,Bosnia and Herzegovina,False,2
31578,2009-09-09,Cameroon,Gabon,2,1,FIFA World Cup qualification,Yaoundé,Cameroon,False,2
31579,2009-09-09,Czech Republic,San Marino,7,0,FIFA World Cup qualification,Uherské Hradiště,Czech Republic,False,2
31580,2009-09-09,El Salvador,Costa Rica,1,0,FIFA World Cup qualification,San Salvador,El Salvador,False,2
31581,2009-09-09,England,Croatia,5,1,FIFA World Cup qualification,London,England,False,2
31582,2009-09-09,Faroe Islands,Lithuania,2,1,FIFA World Cup qualification,Toftir,Faroe Islands,False,2
31583,2009-09-09,Germany,Azerbaijan,4,0,FIFA World Cup qualification,Hanover,Germany,False,2
31584,2009-09-09,Hungary,Portugal,0,1,FIFA World Cup qualification,Budapest,Hungary,False,2
31585,2009-09-09,Iceland,Georgia,3,1,Friendly,Reykjavík,Iceland,False,2
31586,2009-09-09,Israel,Luxembourg,7,0,FIFA World Cup qualification,Ramat-Gan,Israel,False,2
31587,2009-09-09,Italy,Bulgaria,2,0,FIFA World Cup qualification,Turin,Italy,False,2
31588,2009-09-09,Japan,Ghana,4,3,Friendly,Utrecht,Netherlands,True,2
31589,2009-09-09,Jordan,New Zealand,1,3,Friendly,Amman,Jordan,False,2
31590,2009-09-09,Latvia,Switzerland,2,2,FIFA World Cup qualification,Riga,Latvia,False,2
31591,2009-09-09,Liechtenstein,Finland,1,1,FIFA World Cup qualification,Vaduz,Liechtenstein,False,2
31592,2009-09-09,Malta,Sweden,0,1,FIFA World Cup qualification,Attard,Malta,False,2
31593,2009-09-09,Mexico,Honduras,1,0,FIFA World Cup qualification,Mexico City,Mexico,False,2
31594,2009-09-09,Moldova,Greece,1,1,FIFA World Cup qualification,Chişinău,Moldova,False,2
31595,2009-09-09,Montenegro,Cyprus,1,1,FIFA World Cup qualification,Podgorica,Montenegro,False,2
31596,2009-09-09,Northern Ireland,Slovakia,0,2,FIFA World Cup qualification,Belfast,Northern Ireland,False,2
31598,2009-09-09,Qatar,Oman,1,1,Friendly,Doha,Qatar,False,2
31599,2009-09-09,Romania,Austria,1,1,FIFA World Cup qualification,Bucharest,Romania,False,2
31600,2009-09-09,Saudi Arabia,Bahrain,2,2,FIFA World Cup qualification,Riyadh,Saudi Arabia,False,2
31601,2009-09-09,Scotland,Netherlands,0,1,FIFA World Cup qualification,Glasgow,Scotland,False,2
31602,2009-09-09,Serbia,France,1,1,FIFA World Cup qualification,Belgrade,Serbia,False,2
31603,2009-09-09,Slovenia,Poland,3,0,FIFA World Cup qualification,Maribor,Slovenia,False,2
31604,2009-09-09,Spain,Estonia,3,0,FIFA World Cup qualification,Mérida,Spain,False,2
31606,2009-09-09,Wales,Russia,1,3,FIFA World Cup qualification,Cardiff,Wales,False,2
31607,2009-09-11,Malaysia,Lesotho,5,0,Friendly,Kuala Lumpur,Malaysia,False,2
31608,2009-09-19,South Africa,Madagascar,1,0,Friendly,Kimberley,South Africa,False,2
31610,2009-09-30,Argentina,Ghana,2,0,Friendly,Córdoba,Argentina,False,2
31611,2009-09-30,China PR,Botswana,4,1,Friendly,Hohhot,China PR,False,2
31612,2009-09-30,Mexico,Colombia,1,2,Friendly,Dallas,United States,True,2
31613,2009-10-02,Egypt,Mauritius,4,0,Friendly,Cairo,Egypt,False,2
31614,2009-10-05,Kuwait,Libya,1,1,Friendly,Cairo,Egypt,True,2
31615,2009-10-08,Croatia,Qatar,3,2,Friendly,Rijeka,Croatia,False,2
31616,2009-10-08,Japan,Hong Kong,6,0,AFC Asian Cup qualification,Shizuoka,Japan,False,2
31617,2009-10-10,Argentina,Peru,2,1,FIFA World Cup qualification,Buenos Aires,Argentina,False,2
31618,2009-10-10,Armenia,Spain,1,2,FIFA World Cup qualification,Yerevan,Armenia,False,2
31619,2009-10-10,Australia,Netherlands,0,0,Friendly,Sydney,Australia,False,2
31620,2009-10-10,Austria,Lithuania,2,1,FIFA World Cup qualification,Innsbruck,Austria,False,2
31621,2009-10-10,Bahrain,New Zealand,0,0,FIFA World Cup qualification,Riffa,Bahrain,False,2
31622,2009-10-10,Belarus,Kazakhstan,4,0,FIFA World Cup qualification,Brest,Belarus,False,2
31623,2009-10-10,Belgium,Turkey,2,0,FIFA World Cup qualification,Brussels,Belgium,False,2
31624,2009-10-10,Cameroon,Togo,3,0,FIFA World Cup qualification,Yaoundé,Cameroon,False,2
31625,2009-10-10,Colombia,Chile,2,4,FIFA World Cup qualification,Medellín,Colombia,False,2
31626,2009-10-10,Costa Rica,Trinidad and Tobago,4,0,FIFA World Cup qualification,San José,Costa Rica,False,2
31627,2009-10-10,Cyprus,Bulgaria,4,1,FIFA World Cup qualification,Larnaca,Cyprus,False,2
31628,2009-10-10,Czech Republic,Poland,2,0,FIFA World Cup qualification,Prague,Czech Republic,False,2
31629,2009-10-10,Denmark,Sweden,1,0,FIFA World Cup qualification,Copenhagen,Denmark,False,2
31630,2009-10-10,Ecuador,Uruguay,1,2,FIFA World Cup qualification,Quito,Ecuador,False,2
31631,2009-10-10,Estonia,Bosnia and Herzegovina,0,2,FIFA World Cup qualification,Tallinn,Estonia,False,2
31632,2009-10-10,Finland,Wales,2,1,FIFA World Cup qualification,Helsinki,Finland,False,2
31633,2009-10-10,France,Faroe Islands,5,0,FIFA World Cup qualification,Guingamp,France,False,2
31634,2009-10-10,Gabon,Morocco,3,1,FIFA World Cup qualification,Libreville,Gabon,False,2
31635,2009-10-10,Greece,Latvia,5,2,FIFA World Cup qualification,Athens,Greece,False,2
31637,2009-10-10,Republic of Ireland,Italy,2,2,FIFA World Cup qualification,Dublin,Republic of Ireland,False,2
31638,2009-10-10,Israel,Moldova,3,1,FIFA World Cup qualification,Ramat-Gan,Israel,False,2
31639,2009-10-10,Japan,Scotland,2,0,Friendly,Yokohama,Japan,False,2
31640,2009-10-10,Kuwait,Jordan,2,1,Friendly,Cairo,Egypt,True,2
31641,2009-10-10,Liechtenstein,Azerbaijan,0,2,FIFA World Cup qualification,Vaduz,Liechtenstein,False,2
31642,2009-10-10,Luxembourg,Switzerland,0,3,FIFA World Cup qualification,Luxembourg,Luxembourg,False,2
31644,2009-10-10,Malta,Angola,1,2,Friendly,Vila Real de Santo António,Portugal,True,2
31645,2009-10-10,Mexico,El Salvador,4,1,FIFA World Cup qualification,Mexico City,Mexico,False,2
31646,2009-10-10,Montenegro,Georgia,2,1,FIFA World Cup qualification,Podgorica,Montenegro,False,2
31647,2009-10-10,Norway,South Africa,1,0,Friendly,Oslo,Norway,False,2
31648,2009-10-10,Portugal,Hungary,3,0,FIFA World Cup qualification,Lisbon,Portugal,False,2
31649,2009-10-10,Russia,Germany,0,1,FIFA World Cup qualification,Moscow,Russia,False,2
31650,2009-10-10,Serbia,Romania,5,0,FIFA World Cup qualification,Belgrade,Serbia,False,2
31651,2009-10-10,Slovakia,Slovenia,0,2,FIFA World Cup qualification,Bratislava,Slovakia,False,2
31652,2009-10-10,Ukraine,England,1,0,FIFA World Cup qualification,Dnipropetrovs'k,Ukraine,False,2
31653,2009-10-10,United Arab Emirates,Palestine,1,1,Friendly,Dubai,United Arab Emirates,False,2
31654,2009-10-10,Venezuela,Paraguay,1,2,FIFA World Cup qualification,Puerto Ordaz,Venezuela,False,2
31655,2009-10-10,Zambia,Egypt,0,1,FIFA World Cup qualification,Chililabombwe,Zambia,False,2
31656,2009-10-11,Algeria,Rwanda,3,1,FIFA World Cup qualification,Blida,Algeria,False,2
31657,2009-10-11,Benin,Ghana,1,0,FIFA World Cup qualification,Cotonou,Benin,False,2
31658,2009-10-11,Guinea,Burkina Faso,1,2,FIFA World Cup qualification,Accra,Ghana,True,2
31660,2009-10-11,Mali,Sudan,1,0,FIFA World Cup qualification,Bamako,Mali,False,2
31661,2009-10-11,Nigeria,Mozambique,1,0,FIFA World Cup qualification,Abuja,Nigeria,False,2
31663,2009-10-13,Iceland,South Africa,1,0,Friendly,Reykjavík,Iceland,False,2
31664,2009-10-14,Andorra,Ukraine,0,6,FIFA World Cup qualification,Sant Julià de Lòria,Andorra,False,2
31665,2009-10-14,Angola,Cameroon,0,0,Friendly,Olhão,Portugal,True,2
31666,2009-10-14,Australia,Oman,1,0,AFC Asian Cup qualification,Melbourne,Australia,False,2
31667,2009-10-14,Azerbaijan,Russia,1,1,FIFA World Cup qualification,Baku,Azerbaijan,False,2
31668,2009-10-14,Bosnia and Herzegovina,Spain,2,5,FIFA World Cup qualification,Zenica,Bosnia and Herzegovina,False,2
31669,2009-10-14,Brazil,Venezuela,0,0,FIFA World Cup qualification,Campo Grande,Brazil,False,2
31670,2009-10-14,Bulgaria,Georgia,6,2,FIFA World Cup qualification,Sofia,Bulgaria,False,2
31671,2009-10-14,Chile,Ecuador,1,0,FIFA World Cup qualification,Santiago,Chile,False,2
31672,2009-10-14,Czech Republic,Northern Ireland,0,0,FIFA World Cup qualification,Prague,Czech Republic,False,2
31673,2009-10-14,Denmark,Hungary,0,1,FIFA World Cup qualification,Copenhagen,Denmark,False,2
31674,2009-10-14,El Salvador,Honduras,0,1,FIFA World Cup qualification,San Salvador,El Salvador,False,2
31675,2009-10-14,England,Belarus,3,0,FIFA World Cup qualification,London,England,False,2
31676,2009-10-14,Estonia,Belgium,2,0,FIFA World Cup qualification,Tallinn,Estonia,False,2
31677,2009-10-14,France,Austria,3,1,FIFA World Cup qualification,Saint-Denis,France,False,2
31678,2009-10-14,Germany,Finland,1,1,FIFA World Cup qualification,Hamburg,Germany,False,2
31679,2009-10-14,Greece,Luxembourg,2,1,FIFA World Cup qualification,Athens,Greece,False,2
31680,2009-10-14,Republic of Ireland,Montenegro,0,0,FIFA World Cup qualification,Dublin,Republic of Ireland,False,2
31681,2009-10-14,Italy,Cyprus,3,2,FIFA World Cup qualification,Parma,Italy,False,2
31682,2009-10-14,Japan,Togo,5,0,Friendly,Miyagi,Japan,False,2
31683,2009-10-14,Kazakhstan,Croatia,1,2,FIFA World Cup qualification,Astana,Kazakhstan,False,2
31685,2009-10-14,Latvia,Moldova,3,2,FIFA World Cup qualification,Riga,Latvia,False,2
31686,2009-10-14,Liechtenstein,Wales,0,2,FIFA World Cup qualification,Vaduz,Liechtenstein,False,2
31687,2009-10-14,Lithuania,Serbia,2,1,FIFA World Cup qualification,Marijampolė,Lithuania,False,2
31688,2009-10-14,Paraguay,Colombia,0,2,FIFA World Cup qualification,Asunción,Paraguay,False,2
31689,2009-10-14,Peru,Bolivia,1,0,FIFA World Cup qualification,Lima,Peru,False,2
31690,2009-10-14,Poland,Slovakia,0,1,FIFA World Cup qualification,Chorzów,Poland,False,2
31691,2009-10-14,Portugal,Malta,4,0,FIFA World Cup qualification,Guimarães,Portugal,False,2
31693,2009-10-14,Romania,Faroe Islands,3,1,FIFA World Cup qualification,Piatra Neamţ,Romania,False,2
31694,2009-10-14,San Marino,Slovenia,0,3,FIFA World Cup qualification,Serravalle,San Marino,False,2
31695,2009-10-14,Sweden,Albania,4,1,FIFA World Cup qualification,Solna,Sweden,False,2
31696,2009-10-14,Switzerland,Israel,0,0,FIFA World Cup qualification,Basel,Switzerland,False,2
31697,2009-10-14,Trinidad and Tobago,Mexico,2,2,FIFA World Cup qualification,Port of Spain,Trinidad and Tobago,False,2
31698,2009-10-14,Tunisia,Saudi Arabia,0,1,Friendly,Radès,Tunisia,False,2
31699,2009-10-14,Turkey,Armenia,2,0,FIFA World Cup qualification,Bursa,Turkey,False,2
31700,2009-10-14,United Arab Emirates,Jordan,3,1,Friendly,Dubai,United Arab Emirates,False,2
31701,2009-10-14,Uruguay,Argentina,0,1,FIFA World Cup qualification,Montevideo,Uruguay,False,2
31703,2009-10-17,Zimbabwe,Mauritius,3,0,COSAFA Cup,Harare,Zimbabwe,False,2
31704,2009-10-18,Comoros,Botswana,0,0,COSAFA Cup,Bulawayo,Zimbabwe,True,2
31706,2009-10-19,Zimbabwe,Lesotho,2,2,COSAFA Cup,Harare,Zimbabwe,False,2
31708,2009-10-20,Seychelles,Comoros,1,2,COSAFA Cup,Bulawayo,Zimbabwe,True,2
31709,2009-10-20,Vietnam,Turkmenistan,1,0,Friendly,Ho Chi Minh City,Vietnam,False,2
31710,2009-10-21,Mauritius,Lesotho,0,1,COSAFA Cup,Harare,Zimbabwe,True,2
31711,2009-10-22,Seychelles,Botswana,0,2,COSAFA Cup,Bulawayo,Zimbabwe,True,2
31712,2009-10-22,Singapore,Turkmenistan,4,2,Friendly,Ho Chi Minh City,Vietnam,True,2
31714,2009-10-24,Vietnam,Singapore,2,2,Friendly,Ho Chi Minh City,Vietnam,False,2
31715,2009-10-25,Malawi,Mozambique,0,1,COSAFA Cup,Harare,Zimbabwe,True,2
31716,2009-10-25,Namibia,Zambia,0,1,COSAFA Cup,Harare,Zimbabwe,True,2
31717,2009-10-26,Kuwait,Syria,1,0,Friendly,Al-Jahra,Kuwait,False,2
31718,2009-10-26,Zimbabwe,Botswana,1,0,COSAFA Cup,Bulawayo,Zimbabwe,False,2
31720,2009-10-29,Mozambique,Zambia,0,2,COSAFA Cup,Bulawayo,Zimbabwe,True,2
31721,2009-10-30,Guyana,Curaçao,1,0,Friendly,Paramaribo,Suriname,True,2
31724,2009-11-01,Suriname,Curaçao,1,1,Friendly,Paramaribo,Suriname,False,2
31725,2009-11-01,Zimbabwe,Zambia,3,1,COSAFA Cup,Harare,Zimbabwe,False,2
31726,2009-11-03,Kenya,Kuwait,0,5,Friendly,Cairo,Egypt,True,2
31727,2009-11-04,Chile,Paraguay,2,1,Friendly,Talcahuano,Chile,False,2
31728,2009-11-04,Singapore,Indonesia,3,1,Friendly,Singapore,Singapore,False,2
31729,2009-11-05,Egypt,Tanzania,5,1,Friendly,Aswan,Egypt,False,2
31730,2009-11-06,Bahrain,Togo,5,1,Friendly,Riffa,Bahrain,False,2
31731,2009-11-08,Kuwait,China PR,2,2,Friendly,Kuwait City,Kuwait,False,2
31732,2009-11-08,Thailand,Syria,1,1,Friendly,Nonthaburi,Thailand,False,2
31733,2009-11-08,Yemen,Tanzania,1,1,Friendly,Sana'a,Yemen,False,2
31735,2009-11-11,Yemen,Tanzania,2,1,Friendly,Sana'a,Yemen,False,2
31736,2009-11-13,Paraguay,Qatar,0,2,Friendly,Rouen,France,True,2
31737,2009-11-14,Angola,Congo,1,1,Friendly,Luanda,Angola,False,2
31738,2009-11-14,Belgium,Hungary,3,0,Friendly,Ghent,Belgium,False,2
31739,2009-11-14,Brazil,England,1,0,Friendly,Doha,Qatar,True,2
31740,2009-11-14,Burkina Faso,Malawi,1,0,FIFA World Cup qualification,Ouagadougou,Burkina Faso,False,2
31741,2009-11-14,Costa Rica,Uruguay,0,1,FIFA World Cup qualification,San José,Costa Rica,False,2
31742,2009-11-14,Croatia,Liechtenstein,5,0,Friendly,Vinkovci,Croatia,False,2
31744,2009-11-14,Egypt,Algeria,2,0,FIFA World Cup qualification,Cairo,Egypt,False,2
31745,2009-11-14,Estonia,Albania,0,0,Friendly,Tallinn,Estonia,False,2
31746,2009-11-14,Greece,Ukraine,0,0,FIFA World Cup qualification,Athens,Greece,False,2
31747,2009-11-14,Honduras,Latvia,2,1,Friendly,Tegucigalpa,Honduras,False,2
31749,2009-11-14,Republic of Ireland,France,0,1,FIFA World Cup qualification,Dublin,Republic of Ireland,False,2
31750,2009-11-14,Italy,Netherlands,0,0,Friendly,Pescara,Italy,False,2
31752,2009-11-14,Kenya,Nigeria,2,3,FIFA World Cup qualification,Nairobi,Kenya,False,2
31753,2009-11-14,Kuwait,Indonesia,2,1,AFC Asian Cup qualification,Kuwait City,Kuwait,False,2
31754,2009-11-14,Lebanon,China PR,0,2,AFC Asian Cup qualification,Beirut,Lebanon,False,2
31755,2009-11-14,Luxembourg,Iceland,1,1,Friendly,Luxembourg,Luxembourg,False,2
31757,2009-11-14,Morocco,Cameroon,0,2,FIFA World Cup qualification,Fès,Morocco,False,2
