,duration,has_event,turns_since_shuffle
3200,20,1,6
3201,0,1,7
3202,26,0,4
3203,26,0,7
3204,6,1,1
3205,26,0,23
3206,1,1,22
3207,14,1,6
3208,9,1,2
3209,5,1,15
3210,2,1,4
3211,3,1,0
3212,22,1,14
3213,26,0,19
3214,26,0,47
3215,0,1,35
3216,15,1,13
3217,23,1,12
3218,10,1,9
3219,11,1,1
3220,16,1,2
3221,26,0,19
3222,3,1,10
3223,26,0,25
3224,25,1,10
3225,7,1,6
3226,3,1,0
3227,2,1,19
3228,26,0,17
3229,9,1,23
3230,26,0,5
3231,9,1,4
3232,10,1,26
3233,8,1,22
3234,0,1,28
3235,13,1,2
3236,15,1,2
3237,26,0,23
3238,18,1,21
3239,20,1,1
3240,26,0,2936
3241,25,1,14
3242,26,0,16
3243,22,1,13
3244,9,1,43
3245,4,1,5
3246,20,1,2
3247,9,1,26
3248,3,1,8
3249,25,1,35
3250,13,1,5
3251,26,0,19
3252,26,0,40
3253,1,1,14
3254,4,1,25
3255,16,1,21
3256,22,1,13
3257,17,1,9
3258,17,1,49
3259,11,1,17
3260,26,0,36
3261,0,1,25
3262,26,0,14
3263,12,1,0
3264,9,1,22
3265,17,1,2
3266,7,1,6
3267,26,0,28
3268,17,1,1
3269,5,1,15
3270,25,1,3
3271,15,1,12
3272,26,0,15
3273,4,1,20
3274,8,1,35
3275,2,1,35
3276,0,1,12
3277,4,1,5
3278,3,1,3
3279,0,1,13
3280,21,1,15
3281,17,1,3
3282,14,1,6428
3283,22,1,5
3284,18,1,37
3285,11,1,37
3286,17,1,14
3287,5,1,24
3288,10,1,30
3289,26,0,0
3290,1,1,23
3291,26,0,4
3292,8,1,14
3293,17,1,17
3294,3,1,1
3295,19,1,26
3296,4,1,2
3297,10,1,25
3298,1,1,6
3299,11,1,2
3300,0,1,20
3301,7,1,9
3302,0,1,25
3303,7,1,6
3304,18,1,21
3305,6,1,6
3306,23,1,20
3307,26,0,8
3308,10,1,29
3309,8,1,6
3310,9,1,15
3311,26,0,16
3312,1,1,1
3313,26,0,10
3314,11,1,0
3315,1,1,44
3316,4,1,26
3317,8,1,1
3318,0,1,10
3319,26,0,20
3320,5,1,5
3321,22,1,17
3322,4,1,41
3323,5,1,35
3324,15,1,3
3325,1,1,14
3326,13,1,23
3327,9,1,23
3328,15,1,9809
3329,11,1,19
3330,25,1,26
3331,21,1,0
3332,16,1,11
3333,26,0,7
3334,20,1,15
3335,22,1,23
3336,26,0,9
3337,14,1,23
3338,5,1,23
3339,2,1,19
3340,26,0,28
3341,26,0,16
3342,19,1,23
3343,26,0,22
3344,26,0,22
3345,6,1,23
3346,7,1,6
3347,5,1,33
3348,26,0,29
3349,4,1,16
3350,8,1,8
3351,11,1,7
3352,0,1,15
3353,1,1,22
3354,7,1,41
3355,3,1,15
3356,17,1,10
3357,26,0,29
3358,18,1,4
3359,26,0,19
3360,5,1,3
3361,26,0,2
3362,26,0,24
3363,12,1,11
3364,15,1,25
3365,5,1,0
3366,8,1,8
3367,10,1,3
3368,26,0,14
3369,26,0,37
3370,22,1,14
3371,11,1,8
3372,4,1,18
3373,22,1,32
3374,8,1,0
3375,26,0,32
3376,1,1,5
3377,8,1,1
3378,26,0,34
3379,14,1,16
3380,13,1,17
3381,5,1,11
3382,26,0,22
3383,26,0,1
3384,26,0,36
3385,18,1,20
3386,26,0,10
3387,7,1,9
3388,20,1,5
3389,13,1,12
3390,1,1,1
3391,20,1,36
3392,2,1,16
3393,0,1,21
3394,2,1,4534
3395,26,0,24
3396,26,0,34
3397,8,1,9
3398,26,0,11
3399,12,1,21
3400,26,0,17
3401,26,0,16
3402,10,1,8475
3403,16,1,22
3404,26,0,37
3405,2,1,25
3406,3,1,11
3407,11,1,13
3408,2,1,13
3409,6,1,9
3410,4,1,22
3411,1,1,7581
3412,1,1,5345
3413,25,1,28
3414,1,1,34
3415,19,1,16
3416,9,1,25
3417,18,1,12
3418,24,1,6
3419,4,1,24
3420,0,1,10
3421,0,1,19
3422,11,1,19
3423,4,1,36
3424,23,1,15
3425,23,1,5
3426,1,1,3
3427,20,1,33
3428,26,0,22
3429,4,1,1
3430,1,1,4
3431,20,1,20
3432,26,0,46
3433,14,1,4
3434,11,1,7465
3435,18,1,5
3436,17,1,9606
3437,24,1,12
3438,1,1,25
3439,4,1,0
3440,26,0,4
3441,26,0,2998
3442,12,1,13
3443,0,1,17
3444,24,1,7
3445,0,1,16
3446,15,1,2
3447,26,0,27
3448,26,0,29
3449,23,1,6
3450,26,0,11
3451,20,1,45
3452,14,1,23
3453,8,1,7127
3454,6,1,30
3455,8,1,5
3456,23,1,1
3457,13,1,26
3458,22,1,0
3459,6,1,12
3460,0,1,2
3461,17,1,11
3462,26,0,22
3463,22,1,6365
3464,16,1,27
3465,8,1,34
3466,26,0,12
3467,3,1,10
3468,0,1,21
3469,0,1,30
3470,17,1,15
3471,26,0,20
3472,26,0,36
3473,26,0,3
3474,9,1,12
3475,17,1,40
3476,1,1,3
3477,1,1,24
3478,7,1,29
3479,17,1,16
3480,19,1,5
3481,3,1,5
3482,14,1,18
3483,6,1,25
3484,17,1,2
3485,26,0,5
3486,11,1,26
3487,23,1,22
3488,18,1,22
3489,26,0,2702
3490,11,1,13
3491,8,1,2
3492,14,1,2
3493,2,1,34
3494,26,0,21
3495,24,1,5
3496,25,1,37
3497,26,0,18
3498,9,1,8
3499,7,1,2
3500,9,1,13
3501,26,0,717
3502,25,1,17
3503,7,1,0
3504,13,1,6
3505,10,1,10
3506,26,0,7
3507,24,1,6
3508,1,1,2
3509,26,0,22
3510,10,1,11
3511,22,1,3
3512,13,1,35
3513,0,1,30
3514,14,1,34
3515,7,1,7
3516,26,0,11
3517,17,1,2
3518,19,1,4
3519,25,1,14
3520,26,0,11
3521,6,1,18
3522,26,0,3
3523,22,1,10
3524,14,1,38
3525,0,1,34
3526,16,1,0
3527,26,0,23
3528,17,1,33
3529,26,0,3
3530,20,1,41
3531,26,0,2
3532,19,1,29
3533,1,1,20
3534,2,1,10
3535,26,0,9
3536,22,1,28
3537,10,1,22
3538,20,1,2
3539,7,1,5
3540,11,1,8
3541,15,1,14
3542,22,1,32
3543,6,1,25
3544,20,1,1997
3545,5,1,6
3546,12,1,24
3547,26,0,7
3548,26,0,18
3549,8,1,18
3550,14,1,29
3551,26,0,18
3552,5,1,27
3553,26,0,21
3554,26,0,4
3555,26,0,12
3556,26,0,3
3557,10,1,4
3558,22,1,10
3559,23,1,9
3560,26,0,8
3561,21,1,10
3562,12,1,33
3563,2,1,6
3564,3,1,2
3565,2,1,4
3566,22,1,0
3567,23,1,2
3568,18,1,21
3569,22,1,25
3570,25,1,3
3571,22,1,30
3572,2,1,46
3573,15,1,16
3574,24,1,0
3575,26,0,44
3576,6,1,10
3577,12,1,6
3578,26,0,5
3579,18,1,17
3580,26,0,28
3581,6,1,3
3582,19,1,20
3583,1,1,27
3584,20,1,5
3585,25,1,6
3586,0,1,23
3587,15,1,11
3588,26,0,2
3589,1,1,16
3590,10,1,41
3591,9,1,43
3592,26,0,33
3593,25,1,16
3594,26,0,20
3595,0,1,4
3596,14,1,13
3597,20,1,14
3598,2,1,14
3599,4,1,5
3600,24,1,0
3601,9,1,20
3602,26,0,7
3603,26,0,31
3604,18,1,6
3605,26,0,31
3606,26,0,14
3607,26,0,25
3608,0,1,25
3609,23,1,25
3610,10,1,30
3611,16,1,0
3612,26,0,2
3613,26,0,10
3614,3,1,40
3615,13,1,6970
3616,21,1,17
3617,25,1,13
3618,26,0,26
3619,5,1,8
3620,3,1,16
3621,26,0,11
3622,16,1,33
3623,5,1,11
3624,3,1,2
3625,26,0,3
3626,1,1,6884
3627,21,1,2
3628,26,0,31
3629,18,1,11
3630,22,1,29
3631,8,1,5
3632,9,1,9
3633,25,1,13
3634,18,1,7954
3635,3,1,43
3636,24,1,6
3637,22,1,0
3638,16,1,6
3639,13,1,15
3640,2,1,1
3641,5,1,26
3642,0,1,12
3643,12,1,2
3644,10,1,14
3645,9,1,31
3646,6,1,4
3647,9,1,0
3648,7,1,37
3649,17,1,28
3650,0,1,29
3651,26,0,17
3652,23,1,9
3653,15,1,19
3654,8,1,22
3655,22,1,33
3656,1,1,6
3657,18,1,9
3658,26,0,23
3659,22,1,7
3660,8,1,5
3661,4,1,27
3662,26,0,7279
3663,3,1,31
3664,8,1,10
3665,13,1,0
3666,2,1,7
3667,23,1,5
3668,26,0,9
3669,26,0,2
3670,26,0,42
3671,14,1,20
3672,20,1,17
3673,2,1,31
3674,26,0,34
3675,25,1,2247
3676,16,1,5
3677,19,1,0
3678,26,0,25
3679,26,0,15
3680,12,1,1
3681,16,1,15
3682,26,0,32
3683,2,1,14
3684,26,0,4
3685,24,1,30
3686,0,1,7
3687,26,0,16
3688,12,1,9
3689,3,1,3
3690,22,1,1
3691,24,1,14
3692,26,0,28
3693,6,1,8
3694,23,1,0
3695,13,1,0
3696,3,1,19
3697,6,1,30
3698,10,1,19
3699,8,1,38
3700,19,1,17
3701,6,1,35
3702,20,1,6
3703,3,1,13
3704,26,0,9
3705,26,0,23
3706,15,1,6
3707,9,1,3
3708,22,1,7
3709,26,0,6
3710,9,1,14
3711,26,0,2
3712,26,0,9
3713,14,1,9
3714,14,1,37
3715,19,1,27
3716,26,0,0
3717,23,1,5
3718,6,1,9
3719,26,0,14
3720,4,1,13
3721,6,1,2
3722,12,1,36
3723,12,1,9
3724,24,1,18
3725,4,1,2
3726,26,0,1
3727,1,1,0
3728,2,1,19
3729,26,0,20
3730,0,1,30
3731,18,1,33
3732,22,1,37
3733,18,1,35
3734,26,0,38
3735,13,1,11
3736,7,1,9
3737,19,1,20
3738,26,0,2
3739,14,1,11
3740,4,1,2
3741,26,0,38
3742,20,1,10
3743,0,1,15
3744,10,1,32
3745,2,1,1
3746,0,1,8
3747,18,1,28
3748,26,0,1
3749,26,0,35
3750,8,1,39
3751,26,0,11
3752,14,1,13
3753,3,1,20
3754,10,1,8
3755,0,1,9881
3756,5,1,24
3757,0,1,35
3758,11,1,24
3759,26,0,11
3760,7,1,4
3761,11,1,8746
3762,14,1,22
3763,10,1,12
3764,26,0,29
3765,11,1,16
3766,8,1,26
3767,18,1,1926
3768,1,1,27
3769,5,1,8
3770,17,1,22
3771,19,1,42
3772,1,1,29
3773,26,0,25
3774,26,0,35
3775,10,1,10
3776,10,1,30
3777,26,0,39
3778,21,1,30
3779,22,1,8
3780,0,1,11
3781,11,1,43
3782,0,1,7
3783,21,1,20
3784,7,1,14
3785,5,1,2
3786,19,1,16
3787,7,1,3
3788,26,0,44
3789,26,0,15
3790,26,0,0
3791,16,1,11
3792,21,1,14
3793,18,1,16
3794,20,1,29
3795,9,1,42
3796,0,1,1
3797,9,1,10
3798,13,1,3
3799,11,1,10
3800,1,1,11
3801,3,1,4219
3802,26,0,9138
3803,15,1,26
3804,8,1,7
3805,22,1,36
3806,0,1,1
3807,3,1,3
3808,26,0,40
3809,11,1,19
3810,11,1,10
3811,18,1,8
3812,3,1,4
3813,15,1,36
3814,19,1,4
3815,26,0,2
3816,12,1,29
3817,26,0,45
3818,15,1,2
3819,3,1,6
3820,22,1,26
3821,26,0,19
3822,12,1,5
3823,7,1,25
3824,14,1,10
3825,5,1,14
3826,21,1,23
3827,26,0,10
3828,26,0,2
3829,9,1,14
3830,26,0,9
3831,26,0,25
3832,11,1,22
3833,26,0,4
3834,13,1,2
3835,5,1,25
3836,6,1,1
3837,5,1,19
3838,24,1,5
3839,17,1,18
3840,9,1,13
3841,10,1,8
3842,9,1,0
3843,10,1,5
3844,6,1,28
3845,26,0,28
3846,26,0,12
3847,15,1,32
3848,23,1,27
3849,14,1,13
3850,14,1,21
3851,9,1,22
3852,15,1,31
3853,9,1,12
3854,0,1,43
3855,9,1,10
3856,10,1,18
3857,11,1,4
3858,26,0,38
3859,26,0,22
3860,21,1,0
3861,2,1,7
3862,26,0,20
3863,24,1,6
3864,19,1,30
3865,26,0,12
3866,15,1,40
3867,26,0,18
3868,26,0,2349
3869,8,1,40
3870,26,0,17
3871,12,1,14
3872,26,0,0
3873,26,0,12
3874,26,0,6
3875,18,1,17
3876,4,1,26
3877,26,0,33
3878,7,1,0
3879,18,1,5
3880,26,0,1644
3881,15,1,5
3882,2,1,29
3883,6,1,13
3884,20,1,19
3885,9,1,5
3886,23,1,5
3887,6,1,21
3888,4,1,6862
3889,14,1,11
3890,7,1,25
3891,26,0,12
3892,8,1,13
3893,19,1,0
3894,1,1,22
3895,17,1,9
3896,19,1,15
3897,24,1,13
3898,15,1,6
3899,24,1,4
3900,26,0,23
3901,2,1,11
3902,26,0,39
3903,11,1,10
3904,16,1,0
3905,17,1,3
3906,26,0,16
3907,26,0,21
3908,8,1,1
3909,26,0,10
3910,18,1,1
3911,23,1,4
3912,26,0,5
3913,9,1,18
3914,15,1,2
3915,10,1,12
3916,22,1,36
3917,23,1,41
3918,26,0,1
3919,5,1,25
3920,11,1,31
3921,5,1,18
3922,14,1,14
3923,8,1,1
3924,3,1,7
3925,22,1,1
3926,17,1,33
3927,3,1,22
3928,25,1,5
3929,26,0,18
3930,5,1,14
3931,26,0,2
3932,9,1,30
3933,14,1,15
3934,26,0,6228
3935,26,0,3
3936,7,1,15
3937,21,1,2
3938,15,1,23
3939,0,1,10
3940,26,0,31
3941,19,1,31
3942,22,1,25
3943,4,1,20
3944,26,0,6
3945,10,1,13
3946,0,1,19
3947,23,1,18
3948,22,1,9
3949,26,0,6
3950,16,1,9
3951,26,0,12
3952,13,1,36
3953,26,0,4
3954,26,0,1
3955,6,1,3
3956,20,1,19
3957,4,1,28
3958,26,0,1
3959,0,1,11
3960,3,1,23
3961,26,0,17
3962,16,1,21
3963,18,1,27
3964,16,1,24
3965,24,1,28
3966,2,1,5
3967,16,1,13
3968,3,1,28
3969,2,1,7
3970,18,1,33
3971,4,1,4
3972,23,1,0
3973,5,1,19
3974,0,1,6
3975,19,1,11
3976,26,0,11
3977,15,1,44
3978,6,1,30
3979,0,1,42
3980,26,0,16
3981,2,1,37
3982,26,0,1
3983,20,1,23
3984,14,1,34
3985,0,1,39
3986,1,1,3
3987,7,1,10
3988,14,1,11
3989,26,0,24
3990,9,1,12
3991,14,1,42
3992,11,1,13
3993,26,0,49
3994,20,1,7
3995,8,1,22
3996,5,1,31
3997,18,1,10
3998,5,1,14
3999,15,1,32
4000,11,1,2
4001,17,1,2
4002,26,0,20
4003,16,1,31
4004,1,1,2
4005,22,1,3
4006,16,1,10
4007,2,1,1
4008,13,1,33
4009,26,0,3
4010,1,1,16
4011,0,1,11
4012,26,0,17
4013,26,0,18
4014,5,1,5
4015,17,1,2
4016,26,0,1
4017,23,1,7
4018,7,1,23
4019,23,1,34
4020,2,1,18
4021,3,1,13
4022,26,0,0
4023,26,0,2
4024,3,1,2
4025,1,1,38
4026,11,1,2
4027,23,1,22
4028,18,1,11
4029,7,1,27
4030,1,1,1
4031,3,1,22
4032,23,1,31
4033,26,0,21
4034,26,0,4
4035,13,1,6
4036,22,1,4
4037,12,1,13
4038,15,1,38
4039,26,0,2
4040,12,1,1
4041,19,1,18
4042,8,1,0
4043,0,1,6
4044,20,1,26
4045,18,1,12
4046,26,0,32
4047,22,1,9
4048,11,1,10
4049,20,1,15
4050,3,1,29
4051,6,1,21
4052,17,1,9
4053,16,1,1
4054,10,1,26
4055,14,1,8
4056,26,0,20
4057,11,1,33
4058,5,1,26
4059,26,0,25
4060,3,1,0
4061,4,1,1
4062,26,0,47
4063,0,1,47
4064,2,1,18
4065,5,1,46
4066,13,1,7
4067,0,1,12
4068,13,1,2
4069,21,1,3
4070,8,1,4
4071,6,1,23
4072,26,0,1
4073,2,1,0
4074,26,0,9
4075,3,1,21
4076,19,1,3
4077,26,0,20
4078,7,1,5577
4079,26,0,38
4080,17,1,9
4081,21,1,20
4082,3,1,41
4083,17,1,23
4084,12,1,3843
4085,12,1,24
4086,26,0,25
4087,6,1,8
4088,14,1,13
4089,23,1,25
4090,22,1,42
4091,4,1,6
4092,1,1,27
4093,9,1,3
4094,7,1,8
4095,9,1,17
4096,18,1,12
4097,26,0,28
4098,26,0,20
4099,19,1,13
4100,14,1,12
4101,19,1,9
4102,26,0,1638
4103,21,1,43
4104,12,1,12
4105,7,1,16
4106,20,1,6
4107,11,1,18
4108,5,1,18
4109,4,1,11
4110,17,1,7
4111,13,1,16
4112,7,1,9
4113,11,1,5
4114,9,1,45
4115,1,1,19
4116,26,0,4
4117,16,1,4
4118,26,0,39
4119,8,1,42
4120,26,0,17
4121,26,0,18
4122,20,1,35
4123,26,0,14
4124,1,1,38
4125,26,0,3182
4126,0,1,2
4127,3,1,15
4128,26,0,22
4129,26,0,42
4130,26,0,3
4131,14,1,8
4132,14,1,4
4133,6,1,32
4134,4,1,5
4135,15,1,10
4136,26,0,39
4137,0,1,9
4138,3,1,335
4139,16,1,20
4140,10,1,7
4141,7,1,35
4142,26,0,27
4143,26,0,12
4144,24,1,5
4145,15,1,2
4146,26,0,18
4147,20,1,9
4148,10,1,36
4149,11,1,25
4150,26,0,7
4151,13,1,30
4152,4,1,6
4153,12,1,20
4154,25,1,47
4155,26,0,32
4156,0,1,2
4157,26,0,39
4158,18,1,27
4159,2,1,2
4160,11,1,37
4161,5,1,3
4162,2,1,36
4163,0,1,2
4164,26,0,45
4165,26,0,6
4166,18,1,16
4167,25,1,5
4168,26,0,12
4169,11,1,13
4170,9,1,14
4171,5,1,24
4172,1,1,23
4173,12,1,23
4174,20,1,20
4175,0,1,7
4176,9,1,5
4177,4,1,8
4178,0,1,8
4179,7,1,28
4180,14,1,24
4181,11,1,15
4182,13,1,25
4183,9,1,2882
4184,25,1,13
4185,6,1,24
4186,22,1,8
4187,26,0,24
4188,26,0,13
4189,19,1,48
4190,0,1,17
4191,1,1,21
4192,26,0,36
4193,8,1,19
4194,16,1,5
4195,9,1,1
4196,26,0,17
4197,16,1,11
4198,7,1,2
4199,11,1,22
4200,26,0,15
4201,12,1,31
4202,9,1,44
4203,7,1,6
4204,4,1,5
4205,19,1,21
4206,19,1,32
4207,8,1,8
4208,3,1,4
4209,26,0,30
4210,1,1,34
4211,25,1,30
4212,4,1,7
4213,11,1,33
4214,24,1,3
4215,4,1,16
4216,26,0,2
4217,19,1,25
4218,26,0,28
4219,26,0,0
4220,26,0,16
4221,4,1,13
4222,16,1,12
4223,9,1,1
4224,13,1,3
4225,26,0,28
4226,10,1,34
4227,16,1,24
4228,23,1,11
4229,26,0,3
4230,3,1,8
4231,8,1,29
4232,0,1,10
4233,19,1,21
4234,21,1,27
4235,26,0,23
4236,23,1,9
4237,25,1,28
4238,26,0,1
4239,6,1,8
4240,20,1,15
4241,2,1,36
4242,11,1,8
4243,26,0,22
4244,12,1,8
4245,0,1,31
4246,7,1,4
4247,14,1,12
4248,17,1,23
4249,10,1,1
4250,4,1,33
4251,21,1,21
4252,18,1,37
4253,12,1,0
4254,26,0,41
4255,26,0,18
4256,26,0,35
4257,26,0,8
4258,26,0,1
4259,3,1,18
4260,7,1,23
4261,18,1,8
4262,11,1,10
4263,3,1,38
4264,14,1,40
4265,20,1,43
4266,26,0,5
4267,10,1,2
4268,9,1,9
4269,9,1,13
4270,0,1,17
4271,24,1,15
4272,26,0,25
4273,3,1,12
4274,15,1,11
4275,13,1,2
4276,26,0,4
4277,4,1,22
4278,26,0,0
4279,26,0,13
4280,12,1,8
4281,26,0,20
4282,26,0,4
4283,3,1,24
4284,13,1,24
4285,21,1,30
4286,2,1,38
4287,11,1,18
4288,26,0,25
4289,26,0,16
4290,12,1,20
4291,9,1,15
4292,13,1,4878
4293,23,1,33
4294,22,1,38
4295,26,0,8
4296,7,1,25
4297,26,0,5
4298,23,1,14
4299,22,1,42
4300,7,1,1
4301,5,1,20
4302,14,1,13
4303,4,1,32
4304,15,1,20
4305,26,0,14
4306,22,1,39
4307,26,0,2
4308,3,1,2
4309,10,1,24
4310,6,1,6
4311,10,1,1
4312,6,1,16
4313,12,1,1
4314,24,1,26
4315,26,0,6
4316,26,0,2
4317,16,1,23
4318,26,0,43
4319,22,1,6
4320,26,0,4
4321,5,1,23
4322,2,1,0
4323,19,1,4
4324,2,1,32
4325,11,1,16
4326,26,0,9
4327,18,1,14
4328,4,1,2
4329,6,1,20
4330,10,1,3
4331,26,0,6
4332,26,0,47
4333,26,0,6
4334,5,1,40
4335,13,1,16
4336,17,1,18
4337,0,1,25
4338,4,1,13
4339,6,1,36
4340,9,1,19
4341,10,1,23
4342,14,1,49
4343,0,1,7
4344,18,1,3
4345,12,1,12
4346,26,0,34
4347,13,1,1
4348,16,1,4
4349,26,0,14
4350,21,1,6
4351,1,1,15
4352,8,1,24
4353,26,0,15
4354,26,0,1
4355,2,1,19
4356,1,1,37
4357,17,1,13
4358,18,1,11
4359,10,1,4
4360,26,0,15
4361,26,0,32
4362,1,1,3860
4363,4,1,6
4364,6,1,24
4365,16,1,45
4366,26,0,28
4367,5,1,5
4368,2,1,11
4369,22,1,7
4370,0,1,30
4371,2,1,12
4372,4,1,21
4373,20,1,16
4374,4,1,20
4375,26,0,0
4376,22,1,34
4377,13,1,19
4378,11,1,43
4379,19,1,0
4380,26,0,30
4381,26,0,23
4382,4,1,13
4383,14,1,25
4384,26,0,14
4385,26,0,7
4386,2,1,2
4387,0,1,8
4388,25,1,13
4389,9,1,34
4390,9,1,28
4391,0,1,21
4392,23,1,9
4393,17,1,9
4394,18,1,30
4395,1,1,6
4396,26,0,10
4397,6,1,42
4398,0,1,2
4399,26,0,18
4400,26,0,21
4401,1,1,8
4402,1,1,5
4403,3,1,14
4404,26,0,1
4405,9,1,12
4406,8,1,39
4407,19,1,36
4408,26,0,30
4409,7,1,8
4410,22,1,29
4411,6,1,30
4412,2,1,6
4413,26,0,35
4414,11,1,17
4415,15,1,24
4416,6,1,12
4417,5,1,5150
4418,2,1,18
4419,11,1,6
4420,18,1,13
4421,8,1,5
4422,26,0,14
4423,25,1,13
4424,17,1,23
4425,26,0,3
4426,4,1,14
4427,0,1,22
4428,15,1,0
4429,7,1,2
4430,0,1,14
4431,1,1,3
4432,13,1,1
4433,26,0,5794
4434,24,1,42
4435,26,0,266
4436,16,1,3
4437,25,1,37
4438,26,0,13
4439,24,1,20
4440,1,1,22
4441,2,1,32
4442,11,1,35
4443,26,0,16
4444,13,1,1
4445,25,1,5
4446,7,1,11
4447,6,1,1
4448,3,1,20
4449,24,1,8
4450,18,1,26
4451,4,1,25
4452,3,1,2
4453,17,1,14
4454,26,0,19
4455,23,1,17
4456,0,1,22
4457,10,1,6
4458,11,1,11
4459,6,1,14
4460,26,0,33
4461,18,1,18
4462,8,1,12
4463,26,0,22
4464,2,1,11
4465,24,1,0
4466,26,0,0
4467,7,1,0
4468,26,0,4
4469,2,1,7
4470,10,1,41
4471,3,1,5
4472,24,1,5
4473,26,0,11
4474,26,0,27
4475,4,1,3
4476,13,1,7
4477,2,1,22
4478,26,0,16
4479,18,1,6
4480,26,0,13
4481,8,1,3
4482,26,0,2
4483,25,1,37
4484,3,1,8
4485,4,1,29
4486,26,0,13
4487,5,1,9542
4488,26,0,30
4489,26,0,10
4490,1,1,40
4491,26,0,18
4492,8,1,22
4493,9,1,9
4494,2,1,24
4495,26,0,25
4496,17,1,20
4497,7,1,17
4498,22,1,3
4499,4,1,5
4500,13,1,23
4501,23,1,7
4502,2,1,11
4503,26,0,1
4504,25,1,31
4505,8,1,6
4506,6,1,11
4507,26,0,3410
4508,9,1,27
4509,26,0,4
4510,23,1,28
4511,5,1,16
4512,22,1,9
4513,26,0,8
4514,26,0,3
4515,26,0,22
4516,15,1,15
4517,3,1,3
4518,9,1,14
4519,26,0,3
4520,25,1,2
4521,19,1,16
4522,9,1,0
4523,26,0,48
4524,21,1,4
4525,1,1,25
4526,3,1,37
4527,4,1,1
4528,26,0,1332
4529,10,1,17
4530,12,1,38
4531,20,1,0
4532,20,1,0
4533,8,1,40
4534,9,1,20
4535,26,0,46
4536,26,0,17
4537,26,0,17
4538,14,1,20
4539,2,1,4
4540,9,1,0
4541,0,1,6260
4542,21,1,38
4543,18,1,35
4544,9,1,33
4545,26,0,5
4546,26,0,24
4547,5,1,6
4548,1,1,20
4549,18,1,23
4550,5,1,9
4551,6,1,34
4552,26,0,7
4553,12,1,18
4554,26,0,21
4555,10,1,6
4556,8,1,16
4557,26,0,11
4558,26,0,22
4559,2,1,39
4560,1,1,4
4561,26,0,14
4562,23,1,12
4563,16,1,22
4564,20,1,25
4565,0,1,23
4566,0,1,5
4567,6,1,29
4568,2,1,3
4569,26,0,12
4570,8,1,10
4571,26,0,27
4572,18,1,20
4573,4,1,8
4574,8,1,4
4575,26,0,3
4576,26,0,5
4577,17,1,29
4578,4,1,4
4579,15,1,5
4580,26,0,6
4581,23,1,6
4582,5,1,18
4583,26,0,36
4584,21,1,3
4585,26,0,1
4586,5,1,5
4587,5,1,30
4588,26,0,2
4589,17,1,15
4590,25,1,38
4591,4,1,1
4592,26,0,39
4593,26,0,28
4594,12,1,37
4595,26,0,17
4596,6,1,10
4597,4,1,9
4598,3,1,29
4599,26,0,36
4600,15,1,11
4601,14,1,6
4602,13,1,2
4603,18,1,25
4604,11,1,34
4605,9,1,23
4606,11,1,17
4607,9,1,13
4608,4,1,3
4609,19,1,36
4610,24,1,29
4611,19,1,15
4612,16,1,49
4613,0,1,9
4614,26,0,4
4615,16,1,2
4616,12,1,35
4617,1,1,13
4618,26,0,40
4619,26,0,7
4620,10,1,38
4621,5,1,6
4622,11,1,11
4623,15,1,38
4624,26,0,29
4625,1,1,1
4626,26,0,13
4627,18,1,23
4628,21,1,21
4629,26,0,43
4630,13,1,6
4631,0,1,22
4632,0,1,0
4633,8,1,0
4634,13,1,30
4635,26,0,4
4636,3,1,4
4637,18,1,15
4638,3,1,3
4639,7,1,15
4640,4,1,16
4641,11,1,17
4642,2,1,8
4643,23,1,27
4644,1,1,21
4645,10,1,26
4646,9,1,6
4647,15,1,1
4648,6,1,23
4649,26,0,18
4650,9,1,9
4651,8,1,15
4652,5,1,1717
4653,1,1,37
4654,16,1,14
4655,14,1,31
4656,21,1,23
4657,14,1,40
4658,0,1,4
4659,22,1,24
4660,26,0,35
4661,18,1,7
4662,26,0,9
4663,4,1,12
4664,2,1,0
4665,26,0,25
4666,2,1,44
4667,6,1,42
4668,5,1,15
4669,21,1,8
4670,24,1,22
4671,21,1,5
4672,26,0,6
4673,2,1,10
4674,10,1,35
4675,15,1,24
4676,1,1,2
4677,11,1,37
4678,6,1,10
4679,23,1,41
4680,26,0,1
4681,4,1,18
4682,14,1,12
4683,0,1,8
4684,26,0,3
4685,10,1,34
4686,20,1,11
4687,16,1,27
4688,0,1,18
4689,15,1,37
4690,13,1,20
4691,3,1,36
4692,26,0,16
4693,12,1,1
4694,19,1,0
4695,21,1,26
4696,8,1,26
4697,10,1,13
4698,1,1,11
4699,3,1,31
4700,14,1,27
4701,4,1,42
4702,2,1,15
4703,21,1,7203
4704,20,1,24
4705,18,1,9
4706,26,0,6
4707,25,1,21
4708,22,1,9
4709,26,0,39
4710,26,0,3
4711,4,1,15
4712,16,1,22
4713,8,1,7
4714,1,1,24
4715,26,0,12
4716,4,1,4812
4717,26,0,4
4718,26,0,20
4719,26,0,11
4720,12,1,15
4721,26,0,18
4722,10,1,1
4723,24,1,2
4724,9,1,15
4725,10,1,32
4726,0,1,7
4727,6,1,41
4728,11,1,25
4729,13,1,3
4730,26,0,13
4731,19,1,0
4732,19,1,47
4733,0,1,14
4734,10,1,9
4735,21,1,34
4736,1,1,47
4737,20,1,1
4738,16,1,1
4739,26,0,19
4740,8,1,17
4741,12,1,29
4742,11,1,1
4743,13,1,10
4744,25,1,6
4745,18,1,12
4746,26,0,34
4747,23,1,17
